STRM,SUBJECT,CATALOG_NBR,LOCATION,ENRL_CAP,SSR_COMPONENT,ENRL_TOT
1031,PHYS,861,BURNABY,12,LEC,6
1031,PHYS,863,BURNABY,0,LEC,0
1031,PHYS,863,BURNABY,18,LEC,11
1031,MATH,877,BURNABY,8,SEC,6
1031,STAT,880,BURNABY,6,SEC,0
1031,CMPT,880,BURNABY,15,LEC,1
1031,CMPT,880,BURNABY,30,LEC,5
1031,CMPT,880,BURNABY,15,LEC,6
1031,STAT,881,BURNABY,6,SEC,0
1031,CMPT,881,BURNABY,15,LEC,0
1031,CMPT,881,BURNABY,30,LEC,8
1031,STAT,882,BURNABY,6,SEC,0
1031,STAT,883,BURNABY,6,SEC,0
1031,ENSC,883,BURNABY,5,SEC,1
1031,CMPT,885,BURNABY,40,LEC,14
1031,ENSC,888,BURNABY,25,LEC,11
1031,ENSC,889,BURNABY,25,LEC,6
1031,MATH,890,BURNABY,6,SEC,0
1031,STAT,890,BURNABY,15,LEC,0
1031,STAT,890,BURNABY,15,LEC,5
1031,MATH,891,BURNABY,6,SEC,0
1031,ENSC,891,BURNABY,25,SEC,8
1031,CMPT,891,BURNABY,50,SEM,37
1031,MATH,892,BURNABY,6,SEC,0
1031,ENSC,892,BURNABY,25,SEC,1
1031,MATH,893,BURNABY,6,SEC,0
1031,STAT,894,BURNABY,10,SEC,0
1031,CMPT,894,BURNABY,50,SEC,4
1094,ENSC,899,BURNABY,75,SEC,54
1094,CMPT,899,BURNABY,90,SEC,89
1097,CMPT,XX1,KAM,6,SEC,0
1097,CMPT,XX1,KAM,6,SEC,2
1097,PHYS,1XX,BURNABY,20,LEC,1
1097,MATH,1XX,BURNABY,30,LEC,31
